id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1131437180029549404,Spacious Family Getaway 4BD/2BH,87521514,Kelly,,Hennepin,45.0270213,-93.3533957,Entire home/apt,232,2,32,2025-06-01,2.21,3,249,21,
1131488864656974666,Lake House in the City,515234017,Katy,,Dakota,44.8298911,-93.0806904,Entire home/apt,208,28,2,2025-06-13,0.49,1,364,2,
1131894762807012989,"Charming Minneapolis Home w/ Deck, 5 Mi to Central",456378235,Evolve,,Hennepin,45.0432858,-93.286927,Entire home/apt,91,2,5,2025-05-19,0.38,85,335,4,STR-414375
1132528966456816567,Waterfront Forest Lake Studio w/ Shared Dock!,456378235,Evolve,,Washington,45.2782442,-92.9559153,Entire home/apt,,2,1,2024-07-01,0.08,85,0,1,
1132564654012737366,Home in New Brighton,263043386,,,Ramsey,45.08262,-93.21185,Entire home/apt,315,2,23,2025-06-15,2.07,1,332,23,
1132703261314789155,Lakeview Terrace,90332981,Susan,,Isanti,45.56479,-93.19391,Entire home/apt,238,2,1,2025-06-18,1,7,160,1,
1132723516282373160,three-bedroom Three beds apart,129163228,,,Ramsey,44.95716,-93.16732,Entire home/apt,86,15,4,2025-05-27,0.35,10,249,4,
1132905357924325294,"King bedroom, Hamline University",422977056,Midway,,Ramsey,44.96225,-93.16096,Private room,55,1,27,2025-05-25,1.89,6,260,12,
1132941012444926938,Pro Retreat: 3 bd/2bth Ideal Midterm Stay,291183139,Syewon,,Hennepin,45.07891139316446,-93.36257949471474,Entire home/apt,132,28,4,2024-10-27,0.32,1,325,3,
1133216517922177831,Stunning Uptown Apt-Fast WiFi-W/D-Tap Stays,76854623,Russell,,Hennepin,44.93928233705987,-93.2843498362007,Entire home/apt,130,30,3,2024-10-29,0.26,12,166,3,
1133401321401181097,Quiet countryside escape!,94883133,Eric,,Chisago,45.55056,-92.77101,Entire home/apt,414,2,9,2025-05-26,0.68,1,355,6,
1133944595930854043,Comfy Duplex | Close to MOA | Free Parking,63981834,,,Hennepin,45.01071,-93.26596,Entire home/apt,105,1,14,2025-06-10,1.37,6,147,14,STR-403085
1134032413347824749,A clean house have fun,536379088,Dorcas,,Dakota,44.83256,-93.02304,Private room,54,24,0,,,1,87,0,
1134036496424091019,Charming Madison Lake House,121850481,Ashley,,Le Sueur,44.27572881352825,-93.8022601685697,Entire home/apt,205,3,30,2025-06-20,2.30,1,285,28,
1134938907418419577,925-1,15247993,Iliana,,Ramsey,44.93846,-93.13867,Private room,,1,0,,,9,0,0,
1135027499041953591,Modest & Comfy Private Room in Saint Paul,42610790,Tiffany,,Ramsey,44.95753,-93.05707,Private room,44,1,21,2025-05-25,1.47,3,64,15,
1135508398603301724,925-2,15247993,Iliana,,Ramsey,44.93873,-93.14043,Private room,,1,0,,,9,0,0,
1135510421959183018,925-3,15247993,Iliana,,Ramsey,44.93868,-93.13842,Private room,,1,1,2024-11-17,0.14,9,0,1,
1136138336523664593,"Walk to Eat St, Downtown, & Convention Center",32490458,Lasantha,,Hennepin,44.96109,-93.2720633,Entire home/apt,273,1,27,2025-06-15,2.56,1,249,27,STR-417657
1136271636907220121,Lakefront Charm: Your Cozy Studio Escape!,33105851,Lucie,,Washington,45.2938362,-92.97288379999999,Entire home/apt,92,2,16,2025-06-14,1.34,1,71,16,
1136333385127847976,Brand New Modern Farmhouse!,159366503,Eric,,Wright,45.17138,-93.68806,Entire home/apt,240,120,0,,,11,365,0,
1136786494048242819,Bungalow,133359362,Cal,,Ramsey,44.99654,-93.05613,Entire home/apt,,2,53,2025-06-15,4.20,1,1,52,
1136868522464388669,Cozy House in Minnetonka,147554718,Natasha,,Hennepin,44.89308,-93.51718,Entire home/apt,192,2,50,2025-06-09,3.83,1,154,45,
1137031482978423343,Mother-in-law suite on Cedar Island Lake,260087378,Lisa,,Hennepin,45.07982,-93.44083,Private room,120,1,0,,,1,315,0,
1137209848478751201,Central Location | Ideal  for Medical & Corporate,178325685,Punith,,Ramsey,44.95885,-93.14852,Entire home/apt,111,2,23,2025-03-29,2.02,2,346,23,20220001124
1137321187968685208,Heritage Retreat in the heart of Stillwater,449591231,Andrea,,Washington,45.05238173074598,-92.8066511079669,Entire home/apt,795,2,0,,,4,182,0,
1137588104426152256,Cozy and clean.,572971129,Fatoumata,,Scott,44.76857,-93.55063,Entire home/apt,170,1,0,,,1,264,0,
1137824011270900240,Cozy Minneapolis Bungalow,252306865,Shandi,,Hennepin,45.03005171970623,-93.31192394927722,Entire home/apt,81,30,5,2025-05-24,0.43,1,133,5,
1137887983583164152,Tidy & Casual Private Suite,42610790,Tiffany,,Ramsey,44.95903,-93.05849,Entire home/apt,85,1,35,2025-06-08,2.79,3,60,33,
1138451473276726775,The Yellow Door | Mid-Century Lake Haven | Wayzata,538269804,DayAway Vacation Rentals,,Hennepin,44.98598,-93.48899,Entire home/apt,447,3,22,2025-06-16,1.68,4,336,18,
1138577818102619941,Relaxing and Modern Home,25286411,Sloane,,Hennepin,45.029830893267636,-93.31180402028562,Entire home/apt,94,2,16,2025-06-06,1.63,1,204,16,STR-416612
1139317534476943439,"Bright, chic, spacious & central by Summit & Selby",41966670,Dat,,Ramsey,44.94874,-93.13983,Entire home/apt,,30,0,,,3,1,0,
1139353154533647155,Nurture Nest - Lake Hazeltine,356548877,Elizabeth Anne,,Carver,44.8357398,-93.593093,Entire home/apt,200,1,16,2025-06-01,1.24,1,197,12,
1139835315117313061,Private Sunny Basement,237941419,Nada,,Ramsey,45.0532,-93.08277,Private room,47,1,1,2024-07-01,0.08,1,253,1,
1139978460069334887,Wayzata Cottage,54200382,Scott,,Hennepin,44.9746384266412,-93.51164495939479,Entire home/apt,279,2,21,2025-06-15,1.76,1,296,21,
1140463042338511575,“Blue Bay Getaway” lake front!,181887031,Nina,,Mille Lacs,46.13882262297696,-93.4781102836132,Entire home/apt,589,3,22,2025-06-13,1.79,1,301,21,
1140501350260375986,Private Room,478273484,Thijin,,Sherburne,45.54598,-94.14037,Private room,81,1,3,2025-03-23,0.24,3,269,2,
1140639389274276074,Duplex at Lake Nokomis,181694587,Ethan,,Hennepin,44.90887183252868,-93.22902253639403,Entire home/apt,84,1,14,2025-06-11,1.58,1,310,14,STR-418077
1140694637959461075,Shelter with a Cause Two,168717897,Roger,,Ramsey,44.93957,-93.12914,Entire home/apt,124,2,9,2025-04-27,0.64,2,195,7,
1140697007733018665,Meadowview,415362493,Judy,,Sherburne,45.39801608656447,-93.73173125088215,Entire home/apt,59,1,6,2025-06-15,0.58,6,122,6,
1141257328938698071,Newly Renovated Home,40015204,Hieu,,Hennepin,44.889533231151184,-93.26945338689352,Entire home/apt,267,2,10,2025-05-18,0.78,4,234,8,
1141314482580849420,Fire Pit + Dock: Lakefront Cabin in Zimmerman!,456378235,Evolve,,Sherburne,45.48001071311289,-93.62762320521857,Entire home/apt,132,2,30,2025-06-08,2.17,85,320,23,
1141417234810744142,The Hipster Flat - Room B,28252451,Jessica,,Ramsey,44.97651,-93.10616,Private room,40,7,8,2025-04-26,0.57,66,348,6,
1141442171358643934,"Queen bedroom, state fair",422977056,Midway,,Ramsey,44.96306,-93.16269,Private room,52,1,15,2025-05-31,1.19,6,72,12,
1141463388485446188,Spacious room with smart TV,478273484,Thijin,,Sherburne,45.54614,-94.14019,Private room,92,1,0,,,3,269,0,
1141609760518389849,"Cozy home, Central Location, King Bed",500078668,Olga,,Hennepin,44.95482,-93.36553,Entire home/apt,355,3,31,2025-06-08,2.46,2,42,29,
1142097133977854605,Tranquil 2BR Apt Mpls - 8075 Apt 2,97860353,George,,Anoka,45.11411,-93.23966,Entire home/apt,146,2,11,2025-05-22,0.93,9,334,11,
1142313179053022536,Private Suite near Macalester,149311819,Patricia Grace,,Ramsey,44.93585,-93.15363,Entire home/apt,72,1,108,2025-06-18,7.86,1,132,97,
1143438209285949695,"MN cabin on clean, quiet lake",135747764,Mark,,Wright,44.9967498,-94.0177044,Entire home/apt,234,3,5,2024-08-11,0.40,1,182,4,
1143736260658270259,"Near Colleges in St. Paul, MN. Free parking!5",209522863,Brittany,,Ramsey,44.9489,-93.15557,Entire home/apt,123,2,8,2025-05-02,0.66,14,327,8,
1143770731642529139,"Sunset Haven, Cabin on South Center Lake.",94083693,Nicholas,,Chisago,45.3860209,-92.81436509999999,Entire home/apt,217,3,26,2025-06-09,1.90,1,328,17,
1144991981003667036,The Jackson House,304103326,Kurt,,Hennepin,45.01166433172849,-93.24788813426649,Entire home/apt,126,1,57,2025-06-15,4.25,1,211,51,STR-414620
1145428763164217397,Newly remodeled MIL Suite-Long&short term ok,121585674,Brian,,Scott,44.75002945394422,-93.33421781659126,Entire home/apt,107,15,4,2025-05-24,0.35,7,305,4,
1145642860595277386,Sports Shack - Gophers Room,28252451,Jessica,,Ramsey,44.96093,-93.11806,Private room,41,5,2,2024-05-24,0.15,66,365,0,
1145677364222043096,Boho Beauty Near Dowtown St. Paul (Rm B),28252451,Jessica,,Ramsey,44.9271398,-93.1410507,Private room,38,7,5,2025-05-16,0.37,66,358,4,
1145694963987652409,LORA Stonehouse Luxury Retreat,295483378,Lora,,Washington,45.05305,-92.80418,Entire home/apt,926,1,0,,,2,18,0,
1145923094155564398,Lucky Loon Family Lodge,448841416,Jessica,,Scott,44.76178,-93.48692,Entire home/apt,383,3,17,2025-05-18,1.40,1,329,17,
1146286577382222205,Perfect 3 BR in the Hrt of S.E. Mpls,42066917,Angela,,Hennepin,44.9305057,-93.2105035,Entire home/apt,234,2,10,2024-12-27,0.82,1,115,10,STR-416343
1146371283567785652,"Columbia Heights, Furnished room",2731782,Robert,,Anoka,45.0602505,-93.2300688,Private room,48,1,3,2024-12-31,0.38,1,166,3,
1146386976895019827,Lake Como Cabin,310908466,Jeffrey Leslie,,Ramsey,44.98152,-93.1403,Entire home/apt,353,3,51,2025-06-19,3.68,1,323,42,
1146394968152405579,Beautiful home 4 bedroom and 4 queen size bed,401123001,Elsa,,Ramsey,44.96158459999999,-93.01354289999999,Entire home/apt,228,3,10,2025-05-26,0.78,1,76,7,
1146443357883697664,New 4BR-King Beds/Home Theatre/Mid&Longterm OK,121585674,Brian,,Scott,44.7499822,-93.3342089,Entire home/apt,265,15,8,2024-09-02,0.64,7,294,7,
1146445518563449714,MINNeSTAY* Savanna Grove,24051954,Minnestay,,Anoka,45.2004,-93.18825,Entire home/apt,452,2,10,2025-06-01,0.75,101,347,7,
1146586796973551053,Pet-Friendly St Paul Home < 5 Mi to Downtown!,456378235,Evolve,,Ramsey,44.91822613145215,-93.1434801029554,Entire home/apt,123,2,20,2025-05-26,1.48,85,334,17,20240000149
1146661261241959597,Cozy Nest,52415572,Maryam,,Hennepin,44.92117,-93.22449,Entire home/apt,84,4,15,2025-05-27,1.08,6,67,8,LIC-407394
1146696325550083351,"Lake Tranquility; Water Front, Spa Pool and Sauna",154618096,Brooke,,St. Croix,44.98305,-92.74656,Entire home/apt,,1,0,,,12,240,0,
1147130620133253299,"Lake Nokomis Stay Near Airport, MOA & DT",15243556,Sarah,,Hennepin,44.9141428,-93.2325542,Entire home/apt,125,2,9,2025-06-13,0.67,1,171,8,STR-415199
1147917063862644830,Cozy Hideaway Basement Apartment,9366213,Abby,,Ramsey,44.97286,-93.05331,Entire home/apt,67,2,21,2025-06-15,1.69,1,120,20,
1147921302883120858,Cozy Long-Term,52415572,Maryam,,Hennepin,44.92054,-93.22026,Entire home/apt,76,30,3,2025-02-22,0.30,6,343,3,LIC-407394
1147923859016713691,Cozy blue,52415572,Maryam,,Hennepin,44.92099,-93.22136,Entire home/apt,63,4,3,2024-08-12,0.22,6,61,1,LIC-407394
1147967230691648808,MINNeSTAY* Sable 804 - One Bedroom,24051954,Minnestay,,Hennepin,44.98878507078584,-93.27787574132927,Entire home/apt,179,2,6,2025-05-24,0.48,101,278,5,LIC-412014
1148155805175138345,Charming Haven near Bassett Creek Park,436394015,Lacey,,Hennepin,45.0216,-93.3518,Entire home/apt,,30,0,,,2,0,0,
1148503082870531104,30+ Day   Furnished  Duplex near Mall of America,283058334,Constance,,Hennepin,44.82749,-93.31019,Entire home/apt,110,30,0,,,5,198,0,
1149334431857222518,Central Cozy Home - Free Parking,250899245,Dorcas,,Hennepin,44.93965,-93.37939,Entire home/apt,212,2,11,2025-05-25,0.90,3,248,11,
1149355529227873176,Sunny Crest Cottage with SAUNA - MSP & MOA,357145589,,,Hennepin,44.87996,-93.28332,Entire home/apt,161,2,43,2025-06-20,3.16,1,228,35,
1149383382893287163,Newly remodeled in Minneapolis,217977573,Daniel,,Hennepin,44.99775584453567,-93.3065639473482,Entire home/apt,142,2,40,2025-06-12,3.35,3,235,40,STR-396946
1150194683099571194,"Basic Suite 65"" TV
Quiet Dead End Street",555128625,Michael,,Ramsey,44.97255,-93.04006,Private room,,4,14,2025-06-14,1.28,3,0,14,
1150314342266311745,Quiet Lake Retreat,342823704,Joshua,,Wright,45.084459,-94.199297,Entire home/apt,394,1,26,2025-06-08,1.99,1,329,22,
1150612403910394125,"Near Colleges in St. Paul, MN. Free parking!6",209522863,Brittany,,Ramsey,44.94839,-93.15574,Entire home/apt,123,2,19,2025-05-14,1.48,14,335,17,
1150792250833977875,Little Oasis,543262631,Jey,,Dakota,44.75073,-93.17948,Entire home/apt,158,30,0,,,1,141,0,
1151768522454040005,Downtown Luxury Condo • Free Parking/Spa/Pool/Gym,576165300,Gerald,,Hennepin,44.9717924,-93.2737621,Entire home/apt,137,1,23,2025-06-13,2.02,10,360,23,STR-415403
1151830687877110837,Modern Downtown Flat: Parking/Hot Tub/Pool/Gym/Spa,576165300,Gerald,,Hennepin,44.9717924,-93.2737621,Entire home/apt,176,1,37,2025-06-10,3.05,10,343,37,STR-415403
1151855535702790161,Downtown SkyTower Condo: Free Parking/Spa/Pool/Gym,576165300,Gerald,,Hennepin,44.9717924,-93.2737621,Entire home/apt,180,1,38,2025-06-15,3.09,10,345,37,STR-415403
1151892376603736858,Modern Downtown Condo • Free Parking/Spa/Pool/Gym,576165300,Gerald,,Hennepin,44.9717924,-93.2737621,Entire home/apt,183,1,39,2025-06-15,3.01,10,334,34,STR-415403
1151894770539518002,Downtown Sky Tower | FREE Parking/Pool/Gym/Hot Tub,576165300,Gerald,,Hennepin,44.9717924,-93.2737621,Entire home/apt,127,1,30,2025-06-14,2.45,10,360,29,STR-415403
1151961405973462935,18th Floor Downtown Condo: FREE Parking/Pool/Gym,576165300,Gerald,,Hennepin,44.9717924,-93.2737621,Entire home/apt,174,1,24,2025-06-14,1.85,10,348,23,STR-415403
1151965635293287343,Downtown Condo 20th Floor: FREE Parking/Pool/Gym,576165300,Gerald,,Hennepin,44.9717924,-93.2737621,Entire home/apt,185,1,48,2025-06-16,3.78,10,361,46,STR-415403
1151973375480368682,21st Floor Downtown APT| FREE Parking/Pool/Gym/Spa,576165300,Gerald,,Hennepin,44.97248,-93.27451,Entire home/apt,143,1,37,2025-06-12,3.16,10,352,37,STR-415403
1151975542183394550,22nd Floor Downtown Apt: FREE Parking/Pool/Gym/Spa,576165300,Gerald,,Hennepin,44.970850378738874,-93.27453775228669,Entire home/apt,204,1,50,2025-06-12,3.89,10,339,49,STR-415403
1151980645685337051,24th Floor Downtown: FREE Parking/Hot tub/Pool/Gym,576165300,Gerald,,Hennepin,44.9717924,-93.2737621,Entire home/apt,126,1,39,2025-06-15,3.10,10,349,36,STR-415403
1152276808022692837,"5 Bedroom City House, dogs ok!",21933636,Vicki,,Hennepin,45.02994,-93.2185,Entire home/apt,354,1,19,2025-05-25,1.93,1,235,19,
1152397769114368952,"3BR, Master Suite, King Bed, Near MOA MSP US Bank",342000040,Benjamin,,Hennepin,44.90099,-93.278,Entire home/apt,229,1,33,2025-06-01,2.72,1,324,33,STR-416611
1152893439312463918,Clean 5-Br. house in cul-de-sac,213997531,Benjamin,,Hennepin,44.84671,-93.43302,Entire home/apt,294,2,33,2025-06-15,2.81,1,27,33,
1153197863554230980,Scandinavian Retreat Near Downtown St. Paul,371828500,Whitney,,Ramsey,44.92849,-93.13213,Entire home/apt,185,2,23,2025-06-17,1.83,3,37,20,20250000139
1153645823856821517,St. Paul Fry St. Den,542614492,Erika,,Ramsey,44.96087,-93.16916,Entire home/apt,84,1,13,2025-06-13,1.05,5,110,12,
1153694476861917338,St.Paul Fry Street Office #4,542614492,Erika,,Ramsey,44.96238,-93.17089,Entire home/apt,58,30,2,2024-11-24,0.22,5,141,2,
1153726913640875631,Spacious 3-bedroom home | MN State Fair,20305816,Ashley,,Ramsey,44.99114908539701,-93.16410038620234,Entire home/apt,162,28,12,2024-12-29,1.19,1,89,12,
1153741426163841977,Twin Cities Garden Room w/ private bath,1197650,Michael,,Ramsey,44.90821070773025,-93.1875492632389,Private room,95,15,2,2024-08-17,0.17,2,65,2,
1153951880898682437,Cozy Home near Moore Lake Park,537195863,George,,Anoka,45.0884,-93.24874,Entire home/apt,221,2,20,2025-06-02,1.60,2,327,18,
1154230681596726962,Central Twin Cities Room,1197650,Michael,,Ramsey,44.9081689155435,-93.18754758685827,Private room,49,15,2,2024-11-30,0.17,2,177,2,
1155099731925766558,Organic Modern Suite | Near Mpls,173219211,Miriam,,Hennepin,45.12123,-93.39719,Entire home/apt,85,29,15,2025-02-16,1.21,1,139,13,
1156011503333001678,Comfy private room - near U of MN & downtowns,434583887,Zhonghua,,Hennepin,44.96498,-93.21934,Private room,37,1,0,,,4,69,0,LIC-384207
1157430752020547608,Cozy Luxury at 50th & France,73114678,Rylee,,Hennepin,44.90942224697037,-93.3281133873006,Entire home/apt,349,2,30,2025-02-09,2.38,1,146,29,STR-413994
1157806807380968805,Siyeh Sage Flat,508305593,Thomas,,Hennepin,44.962564281340875,-93.26552331009634,Entire home/apt,145,28,0,,,4,308,0,Exempt
1158011489396183242,NE Getaway,63808469,Jeremy,,Hennepin,45.00186530361734,-93.25511785723133,Entire home/apt,137,2,50,2025-06-18,3.89,1,231,48,STR-415190
1158116518473551455,Rivertime,66207753,Carol Linda,,Chisago,45.40498,-92.65283,Entire home/apt,397,3,0,,,1,239,0,
1158448024006295019,Embrace style-comfort@JazzyHome01A,278581143,Jahswill,,Ramsey,44.92235,-93.07823,Entire home/apt,126,90,0,,,3,136,0,
1158691803309573133,Private suite near lakes & shops,1559953,Emily,,Hennepin,44.954820526656526,-93.30108793296219,Entire home/apt,157,2,48,2025-06-19,4.10,1,308,48,Exempt
1159485836804293451,Quaint & Eco-friendly Rm A,471380009,Monica,,Hennepin,45.01673,-93.30524,Private room,41,2,13,2025-05-05,1.03,2,136,12,Exempt
1160153465456972659,Scandinavian Retreat,100893225,Cory,,Chisago,45.4068392,-92.6532292,Entire home/apt,159,1,43,2025-06-15,3.35,1,318,41,
1160162909738101672,"Close to MOA and Airport
Snoo and NCS 
Available!",554786327,Ellen,,Hennepin,44.84763,-93.26022,Entire home/apt,225,2,24,2025-05-24,1.94,1,125,23,
1160213685363986524,The Green House. Walkable to everything.,158582791,Timothy,,Hennepin,44.89992,-93.56136,Entire home/apt,347,2,23,2025-05-27,1.80,1,281,21,
1160241974734462196,"Fenced, mid-century modern gem near MOA&Zoo",77980710,David,,Dakota,44.76823,-93.28223,Entire home/apt,292,2,33,2025-06-15,2.63,3,152,31,
1160359936673258531,Monarch Room in Blue House on the Park,4327101,Julia And Daniel,,Hennepin,44.94087,-93.26035,Private room,42,2,10,2025-06-01,0.77,15,325,7,Exempt
1160375072279243547,Toucan Room in Blue House on the Park,4327101,Julia And Daniel,,Hennepin,44.94087,-93.26035,Private room,37,2,0,,,15,338,0,Exempt
1160875372312310101,MSP/Mall of America/Pond View with garden oasis,542170955,Kelly,,Hennepin,44.88547856195228,-93.27068937174305,Entire home/apt,205,3,19,2025-06-01,1.50,2,334,16,
1160953732777809018,Huge & Sunny 16 BD Home~Arcade~Event Space~Theater,437828431,Rachael,,Ramsey,44.92815,-93.15815,Entire home/apt,521,2,25,2025-06-08,2.10,4,288,25,
1160964960694495282,The Fish Shack,439925059,Angela,,Pierce,44.6032,-92.56314,Entire home/apt,110,2,26,2025-06-02,2.03,1,331,24,
1161220320958376284,Spacious 1900s Home Minutes from Downtown St. Paul,96845106,Raquel,,Ramsey,44.9701,-93.0693,Entire home/apt,419,2,26,2025-06-08,2.11,1,152,25,
1161663657001709519,Mound Waterfront Retreat w/ Shared Fire Pit & Dock,456378235,Evolve,,Hennepin,44.9310101546274,-93.6697451293667,Entire home/apt,114,2,8,2025-06-01,0.70,85,334,8,
1161873518537855542,Victorian Classic,462673084,Patricia Lavon,,Hennepin,44.95611,-93.25809,Entire home/apt,138,2,40,2025-06-15,3.23,1,187,39,Exempt
1162013839300433249,Stunning Elegant Retreat. Central. New home!,133413315,Anna Mikhailovna,,Hennepin,44.98756,-93.50043,Entire home/apt,1555,3,5,2024-08-25,0.45,3,163,5,
1162037483908231401,Classic Urban Oasis,320290208,Katherine,,Hennepin,44.944020368763965,-93.28387764147548,Entire home/apt,163,2,23,2025-06-17,1.81,1,151,20,LIC-416223
1162750795702440423,"Mill District with pool, gym #02 | CozySuites",13060870,CozySuites Minneapolis,,Hennepin,44.97866,-93.259203,Entire home/apt,132,2,16,2025-05-26,1.26,49,356,13,STR-415740
1163145322948038000,4bd Central Location: Patio | Games | Gym,579266207,Zacharie,,Anoka,45.2253522,-93.4057801,Entire home/apt,248,1,23,2025-06-15,1.85,1,327,22,
1163181646021779967,Cozy New Richmond Townhome,577171361,Desiree,,St. Croix,45.12909,-92.56428,Entire home/apt,238,1,10,2025-06-07,0.88,1,137,10,
1163661836350890328,The Birdhouse - Minneapolis,571283891,Mike,,Hennepin,44.97537,-93.27735,Entire home/apt,220,2,17,2025-06-09,1.46,1,124,17,STR-416219
1163769306884192139,Beautiful House,271900995,Constantin,,Hennepin,45.08116,-93.4797,Entire home/apt,138,21,2,2024-09-15,0.17,1,33,2,
1163861112796505916,Four-Season Lakefront Home (3BR/1BA),13459484,Emily,,Chisago,45.37225,-92.88636,Entire home/apt,243,2,22,2025-06-15,1.88,1,186,22,
1164000090580575097,Twin Pines Retreat. HOT TUB! Lakefront,108776369,Shae,,Sherburne,45.4448,-93.5746,Entire home/apt,,4,19,2025-06-18,1.50,4,3,16,
1165109661840252258,"Parkview Family Home w/ Game Room, Garage, Firepit",18174706,Arthur Robin Heinrich,,Anoka,45.06535909999999,-93.2613435,Entire home/apt,340,4,6,2024-09-16,0.49,4,339,5,
1165401341720999852,Manuela Haus,579821934,Lisel,,Carver,44.8207289,-93.5929563,Entire home/apt,371,2,3,2024-09-01,0.26,1,26,3,
1165421720131329343,Poppy Room in Blue House on the Park,4327101,Julia And Daniel,,Hennepin,44.94087,-93.26035,Private room,40,2,11,2025-05-08,0.86,15,356,7,Exempt
1165938642281548786,6816 rooms,579953979,Barbara,,Washington,44.8167335757782,-92.96833701431751,Entire home/apt,84,2,4,2025-06-08,0.38,1,359,4,
1166026569403147751,Bahay Kubo,163728028,Arielle,,Ramsey,44.9714,-93.19934,Entire home/apt,86,1,29,2025-06-10,5.27,1,287,29,
1166185011797343213,"Queen, state fair",422977056,Midway,,Ramsey,44.96301,-93.16112,Private room,55,2,8,2025-06-08,0.66,6,264,8,
1166907641931739495,Maple Lake Cabin with Hot Tub!,281972251,Beth,,Wright,45.23147,-93.9796,Entire home/apt,270,2,39,2025-06-12,3.15,1,168,38,
1167410734561751356,Penthouse with jacuzzi dual shower state fair,311214956,Ryan,,Ramsey,44.96324,-93.16332,Private room,94,1,62,2025-06-08,4.82,7,265,60,
1167442401219124566,Columbia House,192351161,Florence,,Anoka,45.04633,-93.26563,Entire home/apt,134,2,13,2025-02-19,1.05,1,244,12,
1167689999083043431,A delightfully decorated home,505045996,John,,Hennepin,45.11912,-93.33971,Entire home/apt,320,1,5,2025-06-08,0.42,1,258,5,
1168560129109672424,Minne-home (left side) in Golden Valley,12186400,Tasha,,Hennepin,45.0008,-93.35694,Entire home/apt,184,3,13,2025-06-17,1.02,2,60,11,
1168939733925957118,Charming Saint Paul Retreat: 7 Mi to Downtown!,456378235,Evolve,,Ramsey,44.915424417713005,-93.18508676125862,Entire home/apt,140,2,17,2025-06-01,1.43,85,326,17,
1168952199450017192,Suburban Suite Oasis,386884514,Marlow,,Dakota,44.66489,-93.2426,Entire home/apt,175,1,6,2025-02-08,0.52,1,88,6,
1169063258966160952,Split-Level Simplicity,580798098,Matthew,,Scott,44.78411,-93.49579,Entire home/apt,,1,11,2025-02-02,0.98,1,0,11,
1170262638265812384,Casa Roja,271577721,Hanin,,Ramsey,44.9228,-93.10271,Entire home/apt,,3,13,2025-05-20,1.23,1,0,13,
1170335486072276797,"Family House 3-bed 2-bath. Ground Floor, Hardwood",359028577,Muhammad,,Hennepin,45.04827,-93.36338,Entire home/apt,161,2,20,2025-06-19,1.62,1,232,19,
1170568498489986062,Bald Eagle Lake Retreat by Lux Life WC Accessible,580975528,Hope,,Ramsey,45.09917,-93.0098,Entire home/apt,289,3,12,2025-05-12,0.99,1,328,12,
1170819680458009885,"CozySuites 2BR Mill District with pool, gym # 01",13060870,CozySuites Minneapolis,,Hennepin,44.97833070000001,-93.25920149999999,Entire home/apt,149,2,22,2025-06-08,1.82,49,302,22,STR-415740
1171009404197119118,St. Paul Bluffs Duplex Apartment,260501711,Teresa,,Ramsey,44.94778,-93.05282,Entire home/apt,77,3,17,2025-06-06,1.37,1,106,16,
1171027248309317711,Lake Country Bungalow,28635521,Alexander,,Hennepin,44.93803,-93.60845,Entire home/apt,222,4,13,2025-05-26,1.10,1,292,13,
1171027726828657192,"views, views, views,",219561609,Amri,,Hennepin,44.83202,-93.41407,Entire home/apt,320,1,45,2025-06-18,3.56,1,138,43,
1171109909918649133,Entire Charming Kingfield  House,83378234,Krista,,Hennepin,44.92879,-93.28413,Entire home/apt,81,5,7,2025-06-12,1.48,1,121,7,STR-420535
1171306599793384008,Queen Bed | Dedicated Full Bath,14642936,Stefan,,Hennepin,44.95153643761522,-93.29379950525347,Private room,53,2,16,2025-05-27,1.27,16,66,15,STR-404465
1171775081907319439,Quiet relaxing room near U of M / downtown,434583887,Zhonghua,,Hennepin,44.96507320995115,-93.221280144928,Private room,42,1,23,2025-06-02,1.85,4,135,22,LIC-384207
1171872237994616095,Minneapolis Vacation Rental ~ 5 Mi to Downtown!,456378235,Evolve,,Hennepin,44.9452753,-93.2097561,Entire home/apt,128,3,5,2025-05-27,0.61,85,294,5,STR-164269
1172041685507383216,Modern Lake Front/Sauna /Dog Friendly/ Fenced area,581605472,Adam,,Washington,45.2684,-92.96063,Entire home/apt,391,3,22,2025-06-08,1.85,1,303,22,
1172656240658468340,The Craftsman Treehouse,267002638,Nathaniel,,Hennepin,44.94695,-93.29597,Entire home/apt,140,30,0,,,1,229,0,
1172695856783560245,Spacious | Queen Bed | Roku TV,14642936,Stefan,,Hennepin,44.95188,-93.29381,Private room,,2,10,2025-06-01,0.85,16,0,10,STR-404465
1172711472494862145,Queen Bed | Roku TV | Spacious,14642936,Stefan,,Hennepin,44.953045986846966,-93.29214161784705,Private room,51,2,9,2024-11-11,0.78,16,70,9,STR-404465
1172719762339661011,Full Ikea Bed | Roku TV | Views,14642936,Stefan,,Hennepin,44.95135,-93.29221,Private room,51,2,17,2025-04-21,1.35,16,82,15,STR-404465
1172825119592937644,3BR Home By 694 & Lexington Near Parks & Shopping,144849581,Michael,,Ramsey,45.05282,-93.1447,Entire home/apt,156,2,40,2025-06-01,3.28,7,231,40,
1173893097771946619,Charming and Bright S. Mpls Duplex,23303892,Sarah,,Hennepin,44.93356,-93.24207,Entire home/apt,104,30,0,,,1,212,0,
