id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2441,"Cozy Artist’s Abode! NE Minneapolis, Pets, Wifi",2680,Emily,,Hennepin,45.00862,-93.23424,Entire home/apt,,2,315,2024-07-21,1.65,2,0,3,STR-111974
4534,"Charming, 1 or 2BR + private bath, near downtown",5811,Rachel,,Hennepin,44.94549,-93.35586,Private room,56,2,233,2024-12-01,1.27,2,351,12,
27319,"Parks, Lakes, Downtown, Light rail",117283,Keith,,Hennepin,44.92016,-93.22899,Private room,56,2,201,2025-05-26,1.12,2,320,15,Exempt
82439,Rest and Rehearsal Space,117283,Keith,,Hennepin,44.91995,-93.23011,Private room,59,2,76,2025-05-12,0.45,2,311,11,Exempt
141571,"Private Bedroom U.of Minnesota,  Saint Paul Campus",688403,Delia,,Ramsey,44.97637,-93.18993,Private room,68,2,1,2011-07-23,0.01,3,364,0,
166024,Luxury 5500 Sq ft  Executive Home,746911,Marcel,,Hennepin,44.98274,-93.36458,Entire home/apt,458,2,94,2025-06-15,1.79,1,286,29,
176709,"Private Bedroom, Walk to Saint Paul Campus!",688403,Delia,,Ramsey,44.97483,-93.19141,Private room,85,2,35,2024-11-05,0.24,3,364,2,20180004569
178017,Powderhorn home - sleeps four,540710,Leticia,,Hennepin,44.9436,-93.24872,Entire home/apt,64,30,28,2024-12-29,0.22,1,172,1,STR-400618
198551,Urban Cyclist's Dream/Global Market,966845,Dan & Debby,,Hennepin,44.94991683959961,-93.2590560913086,Entire home/apt,,30,5,2013-03-01,0.03,1,0,0,
236978,"The Sunny Room
2nd Floor Bedroom
Shared Bath",227787,Andrew James,,Anoka,45.21587,-93.35446,Private room,39,1,82,2025-06-20,0.52,2,71,16,
317499,The Manor Master Chamber,1233357,Sean,,Ramsey,44.96917,-93.11233,Private room,68,1,278,2025-01-01,1.72,2,3,4,20170004727
322640,"Charming, sweet Uptown Minneapolis apartment!",119095,Alison,,Hennepin,44.94304,-93.29558,Entire home/apt,104,5,266,2025-06-15,1.64,1,309,18,LIC-366859
482236,Manor Guest Suite,1233357,Sean,,Ramsey,44.96903,-93.11149,Private room,69,1,192,2025-06-07,1.21,2,40,8,20170004727
505750,Linden Hills 4-BR/3-bath home,1950187,Catherine,,Hennepin,44.9307,-93.31085,Entire home/apt,504,2,235,2025-06-01,1.84,4,26,5,lic-114245
544048,3 bedroom Bungalow | Family Friendly,937861,Jennie Lee,,Hennepin,44.91917,-93.27163,Entire home/apt,169,2,253,2025-05-27,1.61,1,315,31,STR-376235
697236,Beautiful House rental,3505142,Yuyang,,Hennepin,44.87712,-93.28438,Private room,36,1,64,2020-02-01,0.42,1,292,0,
741701,Linden Hills Guest Home,3882563,Julie,,Hennepin,44.91973,-93.32255,Entire home/apt,,3,98,2025-04-06,0.70,1,1,6,STR-380293
746358,Beautiful Urban Garden Walkout,3905670,Dennie,,Hennepin,44.97199,-93.30631,Entire home/apt,190,2,409,2025-06-01,2.97,1,320,23,Exempt
752413,Summer Cabin -- Winter Ski Chalet,3718783,Robin,,Washington,44.89882,-92.78704,Entire home/apt,75,30,59,2025-03-26,0.39,1,114,1,
783996,Wayzata Lakefront Retreat:Build your Best Memories,4134260,Henry Vi,,Hennepin,44.97516,-93.49155,Entire home/apt,921,4,80,2025-06-01,0.87,1,333,7,
799661,Modern Downtown St. Paul Loft,1172692,Jodi,,Ramsey,44.94986,-93.09659,Entire home/apt,79,180,13,2020-10-18,0.09,1,365,0,
862153,Our Studio,4518528,Mary,,Wright,45.29404,-93.75288,Entire home/apt,87,2,209,2025-06-12,1.87,1,321,20,
1004244,Bungalow by the Lakes Fulton,5506919,Jennifer,,Hennepin,44.91188,-93.32313,Entire home/apt,270,4,27,2025-03-24,0.20,1,172,2,STR-072402
1236594,Lovely 3BD Near Parks & Downtown,6742086,Eliza,,Hennepin,44.96967,-93.29522,Entire home/apt,106,1,172,2024-08-15,1.18,1,32,4,LIC-358639
1256215,9 Miles to US Bank Stadium (Super Bowl Location :),631231,Katherine,,Ramsey,45.00887,-93.11121,Entire home/apt,270,3,28,2017-09-05,0.19,1,365,0,
1342854,Riverside Rambler in Historic District,7283087,Laura Corbin,,Hennepin,44.99435,-93.26724,Entire home/apt,128,2,162,2025-05-26,1.12,1,5,27,STR-361951
1349064,Uptown - North Woods Vibes in the ❤ of MPLS,7319271,Philip,,Hennepin,44.94093,-93.28732,Entire home/apt,72,1,440,2025-06-21,4.00,2,343,67,STR-382652
1361241,"Spacious Urban Apt with Private, Tree-level Porch",7390103,Zachary A,,Hennepin,44.96513,-93.2612,Entire home/apt,126,1,399,2024-10-30,2.74,4,46,32,LIC-276904
1489707,"A warm, homey place to rest",7966297,Jennifer,,Hennepin,44.89429,-93.25806,Private room,83,30,0,,,1,88,0,
1570725,"Private Bedroom,  walk to Campus!",688403,Delia,,Ramsey,44.9768,-93.18998,Private room,85,2,51,2025-06-14,0.36,3,364,8,20180004569
1583582,Garden Level Private Bedroom Suite,8432798,Patrick,,Hennepin,44.96353,-93.29104,Private room,125,3,257,2025-06-15,1.80,7,336,7,STR-378882
1668502,Let me tell you a little more....,8835547,Linda,,Hennepin,44.92187880463961,-93.26540863692803,Private room,131,2,91,2024-11-30,0.67,1,70,6,STR-000000
1722022,"Metro Oasis, LGBTQ Welcome!",9077814,Jai,,Hennepin,44.89459,-93.32756,Private room,,1,23,2021-05-31,0.17,2,0,0,
1785771,Seward Home Near Mississippi,9372172,Cameron,,Hennepin,44.96454,-93.22647,Private room,59,30,96,2020-04-21,0.72,1,232,0,
1789183,Lower Level Garden Suite,8432798,Patrick,,Hennepin,44.96619,-93.29349,Entire home/apt,113,3,236,2025-05-26,1.67,7,286,13,STR-115805
1789222,Beautiful Private 3rd Floor Suite.,8432798,Patrick,,Hennepin,44.96718,-93.29291,Entire home/apt,135,3,163,2024-10-28,1.15,7,327,7,STR-115805
1797649,Private Suite Close to Light Rail,6589293,Tamara,,Hennepin,44.93674,-93.23358,Private room,41,5,25,2025-05-18,0.19,2,50,2,Exempt
1798035,Cozy Room in Eco-friendly Home,6589293,Tamara,,Hennepin,44.93461,-93.23332,Private room,35,5,156,2018-05-12,1.10,2,70,0,Exempt
1807220,Convenient St. Paul location near Colleges,7374035,Sandra,,Ramsey,44.93052,-93.19109,Private room,80,2,169,2024-08-04,1.19,1,333,3,20180000064
1836592,Beautiful one bedroom Private 1st Floor Apt,8432798,Patrick,,Hennepin,44.96658,-93.29519,Entire home/apt,135,3,92,2025-06-19,0.66,7,303,7,STR-115805
1836994,Bobbin House Prospect Park UofM Light Rail,9603972,Steve And Tom,,Hennepin,44.96693,-93.21015,Entire home/apt,117,3,481,2025-06-15,3.51,1,92,23,LIC-148295
2011072,Light Filled HeidiHouse,1122705,Heidi,,Hennepin,44.9665,-93.24568,Private room,77,2,316,2025-06-07,2.42,2,314,21,Exempt
2176892,Powderhorn Park Art House: Sage Room,3803914,Jenny,,Hennepin,44.94541,-93.25272,Private room,36,1,128,2025-06-02,0.96,3,53,19,Exempt
2203701,Gourmet Kitchen in Kenwood,11243369,Alex,,Hennepin,44.96991,-93.30382,Entire home/apt,251,3,18,2021-08-28,0.13,2,268,0,str-144840
2216919,En Suite room U of M/Downtown/prime location,3460682,Sunit,,Hennepin,44.98565,-93.24294,Private room,32,31,246,2025-05-08,1.98,3,260,4,
2221521,"Sunny Room,U of M and Downtown Covid Clean safe",3460682,Sunit,,Hennepin,44.98559,-93.24238,Private room,28,30,261,2024-08-05,1.89,3,264,1,
2221587,Quiet Nest in Heart of Minneapolis,1122705,Heidi,,Hennepin,44.96673,-93.24587,Private room,67,2,291,2025-06-16,2.17,2,325,39,Exempt
2261339,NeoEden's Sage Room-(Upstairs),8562602,Christine,,Hennepin,44.95609,-93.28915,Private room,41,30,42,2025-03-26,0.30,6,325,1,
2266340,Emma’s Spectacle Lake Home,11572783,David,,Isanti,45.57269,-93.40501,Entire home/apt,257,7,2,2021-01-01,0.03,1,359,0,
2268111,"RIVER FALLS - Private space, walkable, Kinni river",11549522,Claire,,Pierce,44.85077,-92.63448,Private room,55,1,150,2025-06-13,1.54,1,11,28,
2310965,Nice cozy house near Como Park,10294911,Eduardo,,Ramsey,44.98211,-93.13353,Entire home/apt,80,21,26,2024-12-04,0.19,1,281,1,20190001461
2329292,NeoEden's love room,8562602,Christine,,Hennepin,44.95589,-93.2868,Private room,32,30,42,2023-10-23,0.30,6,144,0,
2356359,Unique Mid-Century Modern in a Great Neighborhood,12032844,Douglas,,Ramsey,44.98661,-93.19998,Entire home/apt,140,2,501,2025-06-11,3.64,1,142,37,
2396616,The Cathedral Suite,12243618,Mohamed,,Ramsey,44.94758,-93.11377,Private room,325,2,42,2024-12-09,0.46,5,295,3,2011-008637
2437421,The Storybook Suite,12243618,Mohamed,,Ramsey,44.94756317138672,-93.11387634277344,Private room,268,2,20,2025-06-08,0.16,5,331,4,2011-008637
2461261,Bedroom in family home,12585390,Urban,,Ramsey,44.94363,-93.14954,Private room,85,1,40,2024-10-14,0.30,2,365,3,20170004580
2590405,Charming Uptown Home - A Walkers Paradise,115268,Nancy,,Hennepin,44.94435,-93.30252,Entire home/apt,241,4,19,2024-10-21,0.20,3,169,5,STR-400717
2720490,Guest suite. Walk to shops.,13195379,Marie,,Hennepin,44.84722,-93.4212,Private room,65,5,198,2025-05-16,1.46,1,249,5,
2905607,NeoEden's Peace Room-pvt rm in hostel-style home,8562602,Christine,,Hennepin,44.95515,-93.28672,Private room,38,30,21,2023-07-07,0.16,6,173,0,
2913088,NeoEdens Guardian Room,8562602,Christine,,Hennepin,44.95608,-93.28649,Private room,26,30,38,2025-05-31,0.28,6,102,2,
3031670,Uptown *Park & Lake Views* Close to Everything!,6563029,Kirsten,,Hennepin,44.94651,-93.32101,Entire home/apt,221,30,19,2025-05-24,0.14,1,364,3,
3050591,Charming Home Views St Croix River!,15530729,Barbra Joanne,,Washington,45.0441,-92.79706,Entire home/apt,800,2,65,2025-06-06,0.50,1,319,6,
3157497,Guest House Loft on Lake!,16021847,Christie,,Wright,45.05798,-94.04825,Entire home/apt,171,1,240,2025-06-15,1.93,1,346,31,
3277237,The Sweet Spot,16567737,Thomas Jay,,Hennepin,44.93623,-93.25394,Entire home/apt,,2,261,2025-06-01,1.95,1,2,18,STR-527739
3371518,Minneapolis/St Paul Lake Cabin,1746615,Sally,,Ramsey,45.02816,-93.12882,Entire home/apt,175,5,133,2024-08-27,1.00,1,238,3,
3558820,Powderhorn Park Art House: Robin's Nest,3803914,Jenny,,Hennepin,44.94528,-93.2542,Private room,43,1,269,2025-06-07,2.02,3,73,24,Exempt
3576616,Central Location | 8 m from MOA,2197314,Lana,,Hennepin,44.85615876360883,-93.3130671294885,Entire home/apt,244,1,15,2018-08-20,0.11,2,23,0,
3604782,Apartment lower level in private home,3288529,Caroline,,Hennepin,44.93411,-93.23149,Entire home/apt,65,2,88,2025-06-08,1.83,2,247,16,Exempt
3705734,Paradise overlooking Cedar Lake,18896308,Sandie,,Hennepin,44.96402,-93.32548,Private room,98,30,51,2018-08-31,0.38,2,364,0,
3733147,"South Side Charm - Vintage Chic, Private Room",18813167,Karrie,,Hennepin,44.93301,-93.25176,Private room,49,5,58,2024-08-30,0.47,1,264,2,Exempt
3757083,Powderhorn Park Art House: The Studio,3803914,Jenny,,Hennepin,44.94353,-93.25451,Private room,35,1,181,2025-06-08,1.37,3,57,36,Exempt
3810235,Private 2BR Suite w/Parking Close to Mpls/St Paul,11032443,Rosemarie,,Dakota,44.84879,-93.17738,Entire home/apt,113,5,249,2025-06-01,1.90,1,164,3,
3820168,"Lake Phalen Place,  steps from lake & trails",15489177,William,,Ramsey,44.989044189453125,-93.05083465576172,Entire home/apt,318,4,16,2025-06-16,0.23,6,255,7,20170004775
3889772,Suite in 113 Year Old Mini-Mansion,8432798,Patrick,,Hennepin,44.967,-93.29154,Private room,125,3,176,2025-04-27,1.38,7,228,11,Exempt
3933498,Enjoy Lake Living - 20 Mins from the Twin Cities,8261233,Jane,,Washington,45.07412,-92.96099,Entire home/apt,272,2,156,2025-06-15,1.19,3,304,16,
3953873,Very Spacious and Bright Home 15mins From Downtown,5431489,,,Hennepin,44.95939,-93.43054,Entire home/apt,286,1,130,2025-06-19,3.64,1,285,38,
3979748,"Quiet, downstairs room, pvt bathroom dog-friendly",10489654,William,,Hennepin,45.01033,-93.34458,Private room,42,1,97,2025-05-22,0.78,2,325,11,
3994544,Beautiful home on waters edge!,20708508,Daniel John,,Wright,45.26503,-94.16563,Entire home/apt,458,5,32,2024-07-16,0.25,1,308,1,
3999659,"Safe, Cozy Home- Central Location",14455361,Diane,,Hennepin,44.94326,-93.32887,Private room,56,1,24,2025-04-06,0.19,1,142,1,
4010919,Comfortable Victorian,15607705,,,Ramsey,44.94565,-93.13464,Private room,50,2,305,2025-06-18,2.33,2,321,28,20170004573
4025387,"Your Quiet Get Away
St. Paul",8261233,Jane,,Ramsey,44.95702,-93.02254,Entire home/apt,119,2,222,2025-06-18,1.70,3,307,22,
4040693,Beautiful Home,20950384,Andrew,,Hennepin,44.94852,-93.26581,Private room,1249,30,3,2015-06-01,0.02,1,365,0,
4086229,Luxury 1200 footer on Cedar Lake,18896308,Sandie,,Hennepin,44.96397,-93.32528,Entire home/apt,131,365,14,2015-07-20,0.11,2,364,0,
4104927,Spacious Private 2nd Floor Apt.,8432798,Patrick,,Hennepin,44.96713,-93.29513,Entire home/apt,135,3,194,2025-06-17,1.48,7,166,16,STR-115805
4105383,Treetops Studio on the Parkway,21221894,Cheri,,Hennepin,44.95535,-93.21338,Entire home/apt,58,7,129,2022-11-08,1.06,1,268,0,LIC-126903
4209697,Stunning Private 3rd Floor Suite,8432798,Patrick,,Hennepin,44.96725,-93.29152,Entire home/apt,150,3,184,2025-05-19,1.41,7,322,13,STR-378882
4236515,CHARMING CITY TUDOR | QUAINT NEIGHBORHOOD,21982142,Eric And Vanessa,,Ramsey,44.92491,-93.16936,Entire home/apt,225,1,101,2025-06-20,1.12,4,165,30,
4257438,"Lake Minnetonka Getaway 
Lake Home-Sauna!",10388504,Jeanne,,Hennepin,44.92856,-93.595,Entire home/apt,656,4,39,2019-10-14,0.32,1,103,0,
4524564,Stylish NE Arts Loft! Sauna • Deck • Walk to Cafes,1798214,Peter,,Hennepin,45.00673,-93.2601,Entire home/apt,142,2,656,2025-05-31,5.23,4,242,29,STR-400698
4589066,Artistic and Spacious Home in Minneapolis,23788274,Kimber,,Hennepin,44.96394,-93.22622,Entire home/apt,145,2,380,2025-06-09,2.98,1,297,34,Exempt
4645692,MINNeSTAY* Uptown Urban Living,24051954,Minnestay,,Hennepin,44.93681,-93.27792,Private room,191,2,81,2025-05-20,0.67,101,338,5,STR-768559
4663627,Charming Linden Hills cottage by Lake Harriet,1950187,Catherine,,Hennepin,44.92866,-93.30868,Entire home/apt,181,2,389,2025-06-09,3.04,4,285,34,LIC-114245
4672390,French 2nd Empire Mansion - Wedding HQ and 4 Baths,24169985,Huy And Sheila,,Ramsey,44.93602,-93.08758,Entire home/apt,357,2,266,2025-06-02,2.10,1,307,18,
4909406,City of Lakes Haven,18474699,Byron,,Hennepin,44.91878,-93.28727,Private room,,2,109,2024-05-08,0.93,1,0,0,STR-396881
4947334,Spacious 3 BR | Solar | #1 Arts District | NE MPLS,173214839,Nick,,Hennepin,45.00141,-93.25145,Entire home/apt,,2,187,2025-05-25,2.01,1,0,14,LIC-131952
5020644,Downtown 2 bedroom 2 full baths,25903278,Kamran,,Hennepin,44.973907470703125,-93.26605987548828,Entire home/apt,108,30,11,2025-05-18,0.09,1,345,1,
5082361,"Historic 1884 Library Suite, private entry",25539411,Jennifer,,Ramsey,44.93977,-93.11184,Entire home/apt,82,2,57,2024-10-20,0.46,1,252,2,20180000364
5178786,Artist Victorian in NE 1BD,26765520,,,Hennepin,45.01644,-93.24235,Entire home/apt,94,2,272,2025-06-15,2.16,1,299,35,STR-397074
5443081,Southwest Minneapolis charmer near Lake Harriet,28232050,Bridget,,Hennepin,44.91294,-93.28834,Entire home/apt,220,7,12,2023-07-18,0.10,2,154,0,STR-375943
5592705,Perfect urban getaway in the woods,1308897,Diane,,Ramsey,44.94104,-93.02191,Private room,85,1,47,2020-10-10,0.38,1,361,0,20190000216
5672880,Cozy with that Special Feeling,17793276,Jean,,Ramsey,44.99727,-93.17946,Private room,79,28,26,2025-04-20,0.21,2,275,3,
5690191,"Cozy, Special-feeling Dormer Room",17793276,Jean,,Ramsey,44.99858,-93.18148,Private room,77,28,37,2025-05-26,0.30,2,288,5,
5790900,1 bedroom near MSP Airport & Mall of America,1910465,Kathryn,,Hennepin,44.87877,-93.27325,Private room,64,1,79,2025-06-09,0.64,1,123,17,
5946613,"The ""Grand Old House"" in NE Mpls",30869840,Susan Catherine,,Hennepin,45.001373,-93.254028,Entire home/apt,91,2,298,2025-05-04,2.42,1,51,21,STR-396993
5959182,Casa de Barajas-Great for long term-sauna-hot tub!,30224582,Christine,,Hennepin,44.92527,-93.28619,Private room,46,5,102,2025-05-19,0.84,2,352,9,Exempt
5959395,Great home close to the U of M!,6531080,Kirsten,,Hennepin,44.95672,-93.21896,Private room,39,100,30,2019-11-18,0.25,1,364,0,
5970717,Upscale Amenities; Affordable price,30996301,John,,Hennepin,44.93549,-93.23448,Private room,54,30,0,,,1,365,0,
6027977,"Bright Boho Penthouse Nest, NE Mpls, Pets, WiFi",2680,Emily,,Hennepin,45.01022,-93.23527,Entire home/apt,99,2,166,2025-05-26,1.91,2,80,16,STR-111974
6040368,Townhouse - Best Area!,20463893,Barbara,,Hennepin,44.92465,-93.28223,Entire home/apt,86,30,50,2024-10-31,0.41,1,92,2,STR-113940
6064690,Private Bedroom - Quiet Suburb,26422295,James,,Sherburne,45.30274,-93.77652,Private room,69,1,42,2021-10-30,0.34,1,232,0,
6238600,Sunny bedroom in family home,12585390,Urban,,Ramsey,44.94362,-93.15139,Private room,85,1,40,2024-08-22,0.33,2,365,1,20170004580
6443154,"Executive Condo in Mpls, many hospitals in 10 min",20894194,Kristine Ashley,,Hennepin,44.94997,-93.29607,Entire home/apt,117,60,34,2025-04-28,0.32,1,329,1,
6513836,1200 sq ft,34058103,Christopher Allen,,Hennepin,44.87164,-93.29138,Entire home/apt,89,1,221,2024-10-13,1.82,1,357,19,
6598024,"SUPER-BOWL Ready Home

Sleeps: 7 (4 bedrooms)",34517074,Farrah,,Anoka,45.18703,-93.21903,Entire home/apt,1995,1,0,,,1,83,0,
6659752,Luxury Barn Cottage and Villa at Hope Glen Farm,34857282,,,Washington,44.80004,-92.90133,Entire home/apt,150,1,527,2025-06-19,5.10,2,218,69,
6780212,"Luxury 3-room suite, fireplace, soaking tub",35493780,Michael-Jon,,Ramsey,44.92671,-93.10434,Private room,79,2,213,2025-06-15,1.81,1,348,25,STR-20180000308
6805061,Como Calm,14757652,Anna,,Ramsey,44.97027321993007,-93.13968744117018,Entire home/apt,143,2,0,,,1,211,0,
6902078,Your Urban Base Camp in Minneapolis,31367348,,,Hennepin,44.9302,-93.27915,Private room,85,2,94,2025-05-25,0.81,1,126,3,LIC-392101
6912210,Sunny 3rd floor apartment,36222424,Christopher David Joel,,Hennepin,44.9438461026359,-93.26255437701502,Entire home/apt,59,1,163,2025-06-13,1.45,1,55,51,STR-405483
7081942,Heart of Uptown -Revamped Historical Home,6561277,Katie And Luke,,Hennepin,44.95292,-93.2966,Entire home/apt,112,2,598,2025-06-16,5.00,1,302,52,STR-397109
7148793,"‘The Foxhole’, in Historic Home. Off-St. Parking.",16684911,,,Hennepin,44.95544,-93.27544,Entire home/apt,90,1,879,2025-06-16,7.26,4,147,97,Exempt
7150377,Cozy Guest Suite by the lakes!,15582828,Rachel,,Hennepin,44.93149,-93.28942,Private room,90,1,5,2025-06-15,5,1,307,5,LIC-419243
7151578,"‘The Unicorn’, in Historic Home. Off-St. Parking.",16684911,,,Hennepin,44.9547,-93.27774,Entire home/apt,113,2,750,2025-06-02,6.52,4,138,108,STR-401810
7180611,A Little Slice of Eden,37618334,Claire,,Hennepin,44.88985,-93.50265,Private room,75,1,96,2025-06-12,0.88,1,258,16,
7221858,Artful home by the lakes,36591720,Melinda,,Hennepin,44.9011,-93.25852,Entire home/apt,202,2,28,2025-05-26,0.29,1,28,11,Exempt
7343860,Urban Safari,27837802,Jan,,Hennepin,44.9577,-93.25667,Private room,53,1,165,2025-06-15,1.37,2,85,14,Exempt
7415334,"1703 St. Clair, Private room in a lovely home!",16812522,Rupinder,,Ramsey,44.93489,-93.17202,Private room,114,1,86,2025-06-01,0.88,4,186,12,
7433320,NE Minneapolis near Downtown & U of M- Lovely 2BD,38934260,Robert Alan,,Hennepin,44.99448,-93.26001,Entire home/apt,,3,218,2024-09-02,1.98,1,1,4,LIC-368898
7598520,Beautiful home on Lake Sylvia (with Tiki Hut!),39846523,Phoebe,,Wright,45.26712,-94.21835,Entire home/apt,500,7,42,2025-05-26,0.35,1,144,4,
7617230,Charming Duplex in Historic District,5719551,Clark And Elise,,Hennepin,44.96387,-93.20865,Entire home/apt,137,2,289,2025-06-08,2.48,1,299,31,STR-361143
7618001,Lake Minnetonka Condo,39954292,Julie,,Hennepin,44.92929,-93.63214,Entire home/apt,80,45,0,,,1,173,0,
7824517,Your Own Private Spacious Nest,41196579,Mary Antonia,,Ramsey,44.93357,-93.15914,Entire home/apt,95,3,274,2025-06-08,2.47,1,131,35,STR-0000500
7897514,"3 bedroom, 2 bath home (10 miles from airport)",41639162,Michael Lee,,Dakota,44.91941,-93.07713,Entire home/apt,186,4,91,2025-06-02,0.78,2,308,7,
7920348,Entire private home on acreage next to Afton Alps,37983273,Mary Caroline,,Washington,44.86154,-92.80625,Entire home/apt,160,2,242,2025-06-15,2.03,2,299,15,
7935598,S. Tyrol Hills cottage - minutes from downtown.,41846877,Jeff,,Hennepin,44.96696,-93.33326,Entire home/apt,,20,63,2019-11-09,0.53,1,0,0,
7970566,"Near DTN Mpls. Vikings, U of M, Nat'l. Sports Ctr",42055911,Mary,,Ramsey,45.05022,-93.21206,Entire home/apt,160,2,248,2025-06-15,2.10,1,279,34,
8054604,Urban Safari Ndogo (Mini),27837802,Jan,,Hennepin,44.95781,-93.2576,Private room,42,1,151,2025-06-15,1.26,2,38,27,Exempt
8066269,Sunny room with a super comfy bed,42604988,,,Ramsey,45.00154,-93.14825,Private room,54,5,39,2025-04-25,0.36,6,179,6,
8078805,Comfortable bedroom in our welcoming home,10489654,William,,Hennepin,45.0108,-93.34617,Private room,38,1,1,2022-02-25,0.02,2,171,0,
8128486,"Kinni Creek Lodge & Outfitters, LLC Est. 1885",42923749,Paige,,St. Croix,44.8646,-92.62458,Entire home/apt,261,2,31,2025-05-18,0.28,1,346,3,
8171916,Artsy & Contemporary in SW Minneapolis,35037050,Jean,,Hennepin,44.90762,-93.30223,Private room,53,1,244,2025-06-21,2.14,1,16,23,Exempt
8234238,"Cozy room, in house just off main st",7291344,Mia,,Hennepin,44.90378,-93.57013,Private room,100,30,33,2022-02-13,0.28,1,365,0,
8295577,Guest suite in upscale Woodbury.,30942226,Dennis,,Washington,44.93759,-92.92176,Private room,60,2,132,2025-06-12,1.11,1,339,16,
8400626,LivingByHisGrace,44257500,Olabode,,Hennepin,45.0866,-93.34466,Private room,48,2,58,2025-04-30,0.51,1,331,3,
8403608,The Excelsior Apartment,24442342,Scott,,Hennepin,44.90088,-93.56345,Entire home/apt,198,2,71,2025-06-15,1.24,1,329,16,
8612672,Deer Path Court,6061956,Lisa,,Washington,45.05365,-92.83266,Private room,28,365,0,,,1,365,0,
8613638,Historic Century Old Farmhouse,45312274,Brian,,Wright,45.23252,-94.16985,Entire home/apt,263,2,82,2024-10-07,0.72,1,340,10,
8755662,Sunny House - Walk to Lakes,45917725,Leslee,,Hennepin,44.93876,-93.29711,Entire home/apt,145,30,36,2024-08-07,0.34,1,152,1,
8808932,Super Bowl Get Away,46150969,Liam,,Carver,44.82505,-93.61353,Entire home/apt,995,3,1,2016-10-02,0.01,1,90,0,
8811549,Oasis & Jet Tub (massage and acupuncture by appt),46162146,,,Hennepin,44.88154,-93.27076,Entire home/apt,86,2,460,2025-06-17,3.90,1,333,37,
8865927,Large 2-Bedroom Apartment with Hot Tub,46408170,Matthew,,Hennepin,44.96146,-93.23027,Entire home/apt,500,7,55,2020-06-14,0.47,1,268,0,STR-128591
8876337,5BR Dinkytown Loft by UMN & Downtown Minneapolis,40431480,Gregory,,Hennepin,44.98267,-93.23064,Entire home/apt,384,2,172,2025-05-05,1.46,5,272,12,STR-397419
8885965,Lakefront Lodge Home sleeps 10 by Prince Museum,46495147,Dana,,Carver,44.88412,-93.61795,Entire home/apt,1100,2,0,,,1,357,0,
9302224,Beautiful Lake Home,15961820,Kyran,,Scott,44.724124908447266,-93.42918395996094,Entire home/apt,617,3,223,2025-06-15,1.99,1,288,26,
9437926,A Room With a View,48916830,Donna,,Ramsey,44.95444,-93.07118,Private room,36,30,71,2024-08-18,0.61,2,293,1,
9479137,Book Now! Long term stay discounts!,49132968,Chiara Lee Elizabeth,,Ramsey,44.94738,-93.17002,Entire home/apt,65,7,219,2023-10-26,1.91,1,258,0,
9560393,NeoEden's Sun Room-HUGE room in hostel-style home,8562602,Christine,,Hennepin,44.95716,-93.28666,Private room,32,30,13,2022-09-02,0.12,6,292,0,
9642412,"Comfortable, clean and inviting.",40274655,Sara,,Ramsey,44.9958,-93.18119,Private room,40,1,358,2025-06-16,3.10,2,154,25,
9788195,Master bedroom with private bathroom,42604988,,,Ramsey,45.00054,-93.14642,Private room,60,2,44,2025-06-14,0.40,6,50,8,
9916076,Dome Sweet Dome,50982054,Chad,,Washington,44.93647,-92.83572,Entire home/apt,207,2,92,2025-04-06,0.80,1,52,17,
9941154,Cabin like Apt- in Georgian Mansion,4134666,Joseph,,Hennepin,44.9437,-93.27727,Entire home/apt,59,30,23,2025-05-22,0.21,1,144,4,
10101763,Beautiful Private Studio Perfect Location,15247993,Iliana,,Ramsey,44.93707,-93.13889,Entire home/apt,86,4,67,2025-06-13,0.58,9,50,5,
10103273,"Inviting, single bedroom .",40274655,Sara,,Ramsey,44.99676,-93.18017,Private room,39,1,375,2025-06-11,3.25,2,154,43,
10107241,Lakeview Retreat w/sauna & more,29891883,Debra Lee,,Carver,44.87723,-93.64207,Entire home/apt,169,2,199,2025-05-02,1.76,4,222,25,
10190266,Minnehaha Falls Retreat,52337219,Nancy And Rick,,Hennepin,44.91281,-93.215,Entire home/apt,122,2,303,2025-06-16,3.00,1,83,42,LIC-136693
10270775,Comfy and clean guest room + bath! (Loon),13461241,Elise,,Hennepin,45.01883090259005,-93.31480741783442,Private room,,1,349,2024-10-01,3.03,3,0,4,Exempt
10306639,1912 Home with all the Charm,52889099,Katherine,,Ramsey,44.96203,-93.17051,Private room,86,1,54,2024-09-02,0.48,4,361,2,
10309932,Historic Home | 3 BR | Parking | Monthly Discounts,53047996,Richard,,Ramsey,44.95952,-93.09953,Entire home/apt,126,6,180,2025-05-30,1.63,1,317,11,20180001898
10436388,Home Away From Home,53758475,Megan,,Hennepin,45.0105,-93.22995,Entire home/apt,91,2,368,2025-06-02,3.23,1,119,35,LIC-367014
10514034,Dunrovin Retreat Center St. Francis Cottage,54208587,Emily,,Washington,45.17663,-92.76332,Entire home/apt,141,2,72,2025-06-01,0.66,3,37,14,
10525232,Modern Downtown Studio w/washer/dryer (813),54269328,Judith,,Hennepin,44.98431,-93.26629,Entire home/apt,74,30,14,2025-05-13,0.32,3,284,3,LIC-399563
