iter	Logloss
424	0.05999376201
425	0.05981826357
426	0.05959991014
427	0.05947862205
428	0.05928447419
429	0.05911397392
430	0.05910225949
431	0.05908182983
432	0.05896620836
433	0.05891609694
434	0.05880782157
435	0.05865368223
436	0.05863729561
437	0.05849660088
438	0.05844815597
439	0.05814900719
440	0.05803125511
441	0.05764907944
442	0.05746270662
443	0.05717766296
444	0.05690904594
445	0.05689961574
446	0.05670430253
447	0.05637486136
448	0.05625627284
449	0.05599196642
450	0.05575106807
451	0.05549925589
452	0.05538663725
453	0.05515863655
454	0.05496665504
455	0.05470206331
456	0.05444669428
457	0.05426661304
458	0.05422892016
459	0.05419874934
460	0.0541587623
461	0.05390529881
462	0.05372988978
463	0.05351367856
464	0.05349729553
465	0.05327492505
466	0.05303694367
467	0.05285781683
468	0.05260490665
469	0.05237373521
470	0.05218128527
471	0.05192997361
472	0.0518050578
473	0.05174323265
474	0.05161655445
475	0.05148459638
476	0.05127477978
477	0.05112064397
478	0.05090527645
479	0.0507849971
480	0.05075189483
481	0.05067966
482	0.05047499522
483	0.05026155454
484	0.05006455763
485	0.0499433238
486	0.04981807912
487	0.04960443818
488	0.04958263942
489	0.04943513124
490	0.0493215902
491	0.04926333262
492	0.04900674119
493	0.04890939377
494	0.0486175118
495	0.04857088999
496	0.0485190955
497	0.04841322598
498	0.04817637787
499	0.04803072207
